"scopus_id"

AUTHOR_ID:55132872400
AUTHOR_ID:16943112200
AUTHOR_ID:7004482592
AUTHOR_ID:56231848400
AUTHOR_ID:7003863102
AUTHOR_ID:37008230000
AUTHOR_ID:7006210597
AUTHOR_ID:7401968982
AUTHOR_ID:7202940536
AUTHOR_ID:36087904000
AUTHOR_ID:55666377400
AUTHOR_ID:7404851530
AUTHOR_ID:6701566666
AUTHOR_ID:13605496000
AUTHOR_ID:7007109540
AUTHOR_ID:7003640507
AUTHOR_ID:7005210900
AUTHOR_ID:7006067102
AUTHOR_ID:36637006400
AUTHOR_ID:6603190293
AUTHOR_ID:7005214466
AUTHOR_ID:7004348557
AUTHOR_ID:7103180610
AUTHOR_ID:7102298919
AUTHOR_ID:16165625900
AUTHOR_ID:7005048322
AUTHOR_ID:56382137300
AUTHOR_ID:55978649600
AUTHOR_ID:56394076400
AUTHOR_ID:36856362900
AUTHOR_ID:16317541800
AUTHOR_ID:7007152650
AUTHOR_ID:6506240486
AUTHOR_ID:6601985673
AUTHOR_ID:6602641088
AUTHOR_ID:6507810727
AUTHOR_ID:56642332600
AUTHOR_ID:6701384037
AUTHOR_ID:6603477702
AUTHOR_ID:56514550900
AUTHOR_ID:16189156500
AUTHOR_ID:7102760887
AUTHOR_ID:6603131861
AUTHOR_ID:6701518057
AUTHOR_ID:56063699800
AUTHOR_ID:7004333473
AUTHOR_ID:56583868000
AUTHOR_ID:6701714445
AUTHOR_ID:7003442711
AUTHOR_ID:55016921800
AUTHOR_ID:7103016072
AUTHOR_ID:35562126900
AUTHOR_ID:7006415518
AUTHOR_ID:7102589156
AUTHOR_ID:7102198398
AUTHOR_ID:7102629852
AUTHOR_ID:7101686612
AUTHOR_ID:7006614844
AUTHOR_ID:6602622686
AUTHOR_ID:7006178275
AUTHOR_ID:12753431300
AUTHOR_ID:7003265426
AUTHOR_ID:6506458341
AUTHOR_ID:55664260600
AUTHOR_ID:7201672313
AUTHOR_ID:6506947139
AUTHOR_ID:6603108096
AUTHOR_ID:56647557100
AUTHOR_ID:56002826300
AUTHOR_ID:22234827500
AUTHOR_ID:22137211600
AUTHOR_ID:25622544900
AUTHOR_ID:7102278850
AUTHOR_ID:35320938900
AUTHOR_ID:56587484800
AUTHOR_ID:7202561500
AUTHOR_ID:7103041183
AUTHOR_ID:22948156700
AUTHOR_ID:6701581292
AUTHOR_ID:8535406900
AUTHOR_ID:16319275900
AUTHOR_ID:7006920889
AUTHOR_ID:6701768114
AUTHOR_ID:56266271100
AUTHOR_ID:7801589712
AUTHOR_ID:7402618613
AUTHOR_ID:7006662940
AUTHOR_ID:6507497803
AUTHOR_ID:7005050489
AUTHOR_ID:6701322514
AUTHOR_ID:7005292300
AUTHOR_ID:6603888223
AUTHOR_ID:7102701392
AUTHOR_ID:7401483477
AUTHOR_ID:7004466644
AUTHOR_ID:7006747503
AUTHOR_ID:7005887383
AUTHOR_ID:6507733263
AUTHOR_ID:6603857761
AUTHOR_ID:7006880707
AUTHOR_ID:55712163200
AUTHOR_ID:24174400900
AUTHOR_ID:7004578198
AUTHOR_ID:7402499528
